spec_id,age_at_entry,sex,policy_term,policy_count,sum_assured,duration_mth,premium_pp,av_pp_init,accum_prem_init_pp
A,47,M,10,1.0,622000,0,0,0,0
A,33,M,15,1.0,888000,0,0,0,0
A,36,M,20,1.0,102000,0,0,0,0
A,58,M,15,1.0,573000,0,0,0,0
A,23,F,15,1.0,450000,0,0,0,0
A,59,M,15,1.0,198000,0,0,0,0
A,38,M,15,1.0,376000,0,0,0,0
A,31,F,10,1.0,793000,0,0,0,0
A,49,F,10,1.0,725000,0,0,0,0
A,20,F,15,1.0,162000,0,0,0,0
A,43,M,20,1.0,923000,0,0,0,0
A,35,F,20,1.0,314000,0,0,0,0
A,55,M,20,1.0,533000,0,0,0,0
A,31,M,10,1.0,532000,0,0,0,0
A,49,M,20,1.0,535000,0,0,0,0
A,49,F,10,1.0,147000,0,0,0,0
A,56,F,20,1.0,524000,0,0,0,0
A,54,M,10,1.0,379000,0,0,0,0
A,53,M,20,1.0,333000,0,0,0,0
A,56,M,10,1.0,854000,0,0,0,0
A,47,M,15,1.0,919000,0,0,0,0
A,51,M,15,1.0,164000,0,0,0,0
A,29,F,10,1.0,524000,0,0,0,0
A,49,F,15,1.0,141000,0,0,0,0
A,42,M,20,1.0,31000,0,0,0,0
A,30,F,20,1.0,294000,0,0,0,0
A,43,M,15,1.0,24000,0,0,0,0
A,46,F,20,1.0,756000,0,0,0,0
A,32,M,10,1.0,538000,0,0,0,0
A,35,F,10,1.0,510000,0,0,0,0
A,53,F,10,1.0,345000,0,0,0,0
A,43,M,20,1.0,371000,0,0,0,0
A,38,M,10,1.0,249000,0,0,0,0
A,42,M,10,1.0,609000,0,0,0,0
A,50,M,20,1.0,807000,0,0,0,0
A,38,M,20,1.0,295000,0,0,0,0
A,32,M,20,1.0,561000,0,0,0,0
A,31,F,20,1.0,689000,0,0,0,0
A,54,M,15,1.0,686000,0,0,0,0
A,55,F,10,1.0,241000,0,0,0,0
A,30,M,10,1.0,34000,0,0,0,0
A,47,F,10,1.0,260000,0,0,0,0
A,51,M,20,1.0,484000,0,0,0,0
A,55,F,10,1.0,486000,0,0,0,0
A,49,F,20,1.0,235000,0,0,0,0
A,27,M,15,1.0,969000,0,0,0,0
A,50,F,20,1.0,404000,0,0,0,0
A,28,F,10,1.0,617000,0,0,0,0
A,50,M,10,1.0,19000,0,0,0,0
A,32,F,20,1.0,305000,0,0,0,0
A,41,M,10,1.0,841000,0,0,0,0
A,59,M,15,1.0,177000,0,0,0,0
A,33,M,10,1.0,659000,0,0,0,0
A,28,F,15,1.0,52000,0,0,0,0
A,24,M,15,1.0,784000,0,0,0,0
A,47,F,15,1.0,193000,0,0,0,0
A,23,M,10,1.0,426000,0,0,0,0
A,56,F,20,1.0,100000,0,0,0,0
A,28,F,20,1.0,610000,0,0,0,0
A,42,M,20,1.0,341000,0,0,0,0
A,52,F,15,1.0,219000,0,0,0,0
A,38,M,20,1.0,113000,0,0,0,0
A,41,M,15,1.0,689000,0,0,0,0
A,22,M,15,1.0,67000,0,0,0,0
A,58,M,10,1.0,989000,0,0,0,0
A,39,F,15,1.0,982000,0,0,0,0
A,36,M,20,1.0,773000,0,0,0,0
A,41,F,15,1.0,778000,0,0,0,0
A,50,M,20,1.0,911000,0,0,0,0
A,47,M,15,1.0,661000,0,0,0,0
A,35,F,10,1.0,894000,0,0,0,0
A,49,M,15,1.0,976000,0,0,0,0
A,39,M,20,1.0,928000,0,0,0,0
A,25,M,15,1.0,384000,0,0,0,0
A,22,F,10,1.0,615000,0,0,0,0
A,53,M,15,1.0,751000,0,0,0,0
A,31,F,10,1.0,61000,0,0,0,0
A,52,F,10,1.0,888000,0,0,0,0
A,57,F,20,1.0,558000,0,0,0,0
A,37,M,10,1.0,165000,0,0,0,0
A,30,M,10,1.0,768000,0,0,0,0
A,28,F,10,1.0,446000,0,0,0,0
A,42,F,20,1.0,540000,0,0,0,0
A,32,F,20,1.0,372000,0,0,0,0
A,33,M,20,1.0,566000,0,0,0,0
A,35,M,20,1.0,504000,0,0,0,0
A,50,F,15,1.0,169000,0,0,0,0
A,36,F,20,1.0,271000,0,0,0,0
A,24,M,20,1.0,159000,0,0,0,0
A,47,F,15,1.0,428000,0,0,0,0
A,41,F,10,1.0,923000,0,0,0,0
A,34,M,20,1.0,745000,0,0,0,0
A,29,F,10,1.0,830000,0,0,0,0
A,44,M,10,1.0,624000,0,0,0,0
A,26,F,15,1.0,420000,0,0,0,0
A,43,F,20,1.0,693000,0,0,0,0
A,47,M,20,1.0,616000,0,0,0,0
A,33,M,10,1.0,924000,0,0,0,0
A,27,F,20,1.0,928000,0,0,0,0
A,43,F,10,1.0,519000,0,0,0,0
